User_ID,Income,Transaction_ID,Reason,Amount_Spent,Date,Category,Total_Spent,Available_Amount,Can_Spent,Validate
2,28783,13,Travel,812,2024-04-29 02:01:15.638424,Bad,17892,10891,435,True
2,28783,14,Mall,798,2024-04-29 02:01:15.638424,Bad,18690,10093,504,True
2,28783,15,Entertainment,47,2024-04-30 02:01:15.638424,Good,18737,10046,1004,True
2,28783,16,Travel,993,2024-05-01 02:01:15.638424,Good,993,27790,1111,True
2,28783,17,Health,4572,2024-05-02 02:01:15.638424,Good,5565,23218,4643,True
2,28783,18,Groceries,3759,2024-05-05 02:01:15.638424,Good,9324,19459,5837,True
2,28783,19,Entertainment,1919,2024-05-06 02:01:15.638424,Bad,11243,17540,1754,True
2,28783,20,Mall,403,2024-05-06 02:01:15.638424,Good,11646,17137,856,True
2,28783,21,Travel,379,2024-05-07 02:01:15.638424,Good,12025,16758,670,True
2,28783,22,Clothing,691,2024-05-10 02:01:15.638424,Good,12716,16067,803,True
2,28783,23,Mall,788,2024-05-13 02:01:15.638424,Bad,13504,15279,763,True
2,28783,24,Entertainment,1476,2024-05-18 02:01:15.638424,Bad,14980,13803,1380,True
2,28783,25,Health,1042,2024-05-19 02:01:15.638424,Good,16022,12761,2552,True
2,28783,26,Mall,472,2024-05-20 02:01:15.638424,Good,16494,12289,614,True
2,28783,27,Mall,685,2024-05-21 02:01:15.638424,Bad,17179,11604,580,True
2,28783,28,Education,700,2024-05-21 02:01:15.638424,Good,17879,10904,1635,True
2,28783,29,Mall,774,2024-05-22 02:01:15.638424,Bad,18653,10130,506,True
2,28783,30,Entertainment,66,2024-05-26 02:01:15.638424,Good,18719,10064,1006,True
2,28783,31,Groceries,1563,2024-05-26 02:01:15.638424,Good,20282,8501,2550,True
2,28783,32,Education,704,2024-05-26 02:01:15.638424,Good,20986,7797,1169,True
2,28783,33,Clothing,110,2024-05-29 02:01:15.638424,Good,21096,7687,384,True
2,28783,34,Dining Out,207,2024-05-30 02:01:15.638424,Good,21303,7480,374,True
2,28783,35,Mall,769,2024-05-31 02:01:15.638424,Bad,22072,6711,335,True
2,28783,36,Groceries,2289,2024-06-01 02:01:15.638424,Good,2289,26494,7948,True
2,28783,37,Dining Out,1269,2024-06-01 02:01:15.638424,Bad,3558,25225,1261,True
2,28783,38,Clothing,675,2024-06-01 02:01:15.638424,Good,4233,24550,1227,True
2,28783,39,Travel,38,2024-06-02 02:01:15.638424,Good,4271,24512,980,True
2,28783,40,Travel,234,2024-06-03 02:01:15.638424,Good,4505,24278,971,True
2,28783,41,Utilities,1860,2024-06-06 02:01:15.638424,Good,6365,22418,4483,True
2,28783,42,Groceries,2639,2024-06-07 02:01:15.638424,Good,9004,19779,5933,True
2,28783,43,Dining Out,407,2024-06-07 02:01:15.638424,Good,9411,19372,968,True
2,28783,44,Clothing,1431,2024-06-09 02:01:15.638424,Bad,10842,17941,897,True
2,28783,45,Mall,943,2024-06-12 02:01:15.638424,Bad,11785,16998,849,True
2,28783,46,Utilities,225,2024-06-12 02:01:15.638424,Good,12010,16773,3354,True
2,28783,47,Travel,968,2024-06-13 02:01:15.638424,Bad,12978,15805,632,True
2,28783,48,Clothing,540,2024-06-15 02:01:15.638424,Good,13518,15265,763,True
2,28783,49,Health,2554,2024-06-16 02:01:15.638424,Bad,16072,12711,2542,True
2,28783,50,Mall,511,2024-06-18 02:01:15.638424,Good,16583,12200,610,True
2,28783,51,Entertainment,1185,2024-06-18 02:01:15.638424,Bad,17768,11015,1101,True
2,28783,52,Mall,370,2024-06-19 02:01:15.638424,Good,18138,10645,532,True
2,28783,53,Health,2233,2024-06-23 02:01:15.638424,Bad,20371,8412,1682,True
2,28783,54,Clothing,790,2024-06-29 02:01:15.638424,Bad,21161,7622,381,True
2,28783,55,Mall,1362,2024-07-03 02:01:15.638424,Good,1362,27421,1371,True
2,28783,56,Clothing,51,2024-07-03 02:01:15.638424,Good,1413,27370,1368,True
2,28783,57,Travel,1543,2024-07-06 02:01:15.638424,Bad,2956,25827,1033,True
2,28783,58,Mall,881,2024-07-06 02:01:15.638424,Good,3837,24946,1247,True
2,28783,59,Mall,1375,2024-07-07 02:01:15.638424,Bad,5212,23571,1178,True
2,28783,60,Health,974,2024-07-07 02:01:15.638424,Good,6186,22597,4519,True
2,28783,61,Mall,555,2024-07-09 02:01:15.638424,Good,6741,22042,1102,True
2,28783,62,Health,2944,2024-07-10 02:01:15.638424,Good,9685,19098,3819,True
2,28783,63,Utilities,1667,2024-07-10 02:01:15.638424,Good,11352,17431,3486,True
2,28783,64,Education,199,2024-07-13 02:01:15.638424,Good,11551,17232,2584,True
2,28783,65,Education,1070,2024-07-14 02:01:15.638424,Good,12621,16162,2424,True
2,28783,66,Groceries,1148,2024-07-15 02:01:15.638424,Good,13769,15014,4504,True
2,28783,67,Entertainment,1506,2024-07-16 02:01:15.638424,Bad,15275,13508,1350,True
2,28783,68,Entertainment,484,2024-07-16 02:01:15.638424,Good,15759,13024,1302,True
2,28783,69,Groceries,455,2024-07-17 02:01:15.638424,Good,16214,12569,3770,True
2,28783,70,Clothing,760,2024-07-18 02:01:15.638424,Bad,16974,11809,590,True
2,28783,71,Utilities,1521,2024-07-21 02:01:15.638424,Good,18495,10288,2057,True
2,28783,72,Clothing,855,2024-07-22 02:01:15.638424,Bad,19350,9433,471,True
2,28783,73,Utilities,850,2024-07-26 02:01:15.638424,Good,20200,8583,1716,True
2,28783,74,Groceries,642,2024-07-28 02:01:15.638424,Good,20842,7941,2382,True
2,28783,75,Mall,298,2024-08-02 02:01:15.638424,Good,298,28485,1424,True
2,28783,76,Dining Out,641,2024-08-05 02:01:15.638424,Good,939,27844,1392,True
2,28783,77,Groceries,8711,2024-08-06 02:01:15.638424,Bad,9650,19133,5739,True
2,28783,78,Utilities,2720,2024-08-06 02:01:15.638424,Good,12370,16413,3282,True
2,28783,79,Entertainment,222,2024-08-07 02:01:15.638424,Good,12592,16191,1619,True
2,28783,80,Entertainment,727,2024-08-09 02:01:15.638424,Good,13319,15464,1546,True
2,28783,81,Education,1011,2024-08-09 02:01:15.638424,Good,14330,14453,2167,True
2,28783,82,Utilities,1943,2024-08-09 02:01:15.638424,Good,16273,12510,2502,True
2,28783,83,Groceries,952,2024-08-10 02:01:15.638424,Good,17225,11558,3467,True
2,28783,84,Entertainment,210,2024-08-10 02:01:15.638424,Good,17435,11348,1134,True
2,28783,85,Entertainment,1532,2024-08-11 02:01:15.638424,Bad,18967,9816,981,True
2,28783,86,Entertainment,285,2024-08-14 02:01:15.638424,Good,19252,9531,953,True
2,28783,87,Dining Out,764,2024-08-15 02:01:15.638424,Bad,20016,8767,438,True
2,28783,88,Groceries,1382,2024-08-17 02:01:15.638424,Good,21398,7385,2215,True
2,28783,89,Mall,259,2024-08-18 02:01:15.638424,Good,21657,7126,356,True
2,28783,90,Dining Out,671,2024-08-19 02:01:15.638424,Bad,22328,6455,322,True
2,28783,91,Groceries,1353,2024-08-20 02:01:15.638424,Good,23681,5102,1530,True
2,28783,92,Travel,59,2024-08-24 02:01:15.638424,Good,23740,5043,201,True
2,28783,93,Clothing,117,2024-08-24 02:01:15.638424,Good,23857,4926,246,True
2,28783,94,Travel,604,2024-08-24 02:01:15.638424,Bad,24461,4322,172,True
2,28783,95,Education,365,2024-08-24 02:01:15.638424,Good,24826,3957,593,True
2,28783,96,Travel,499,2024-08-24 02:01:15.638424,Bad,25325,3458,138,True
2,28783,97,Clothing,101,2024-08-25 02:01:15.638424,Good,25426,3357,167,True
2,28783,98,Travel,503,2024-08-28 02:01:15.638424,Bad,25929,2854,114,True
2,28783,99,Clothing,586,2024-08-28 02:01:15.638424,Bad,26515,2268,113,True
2,28783,100,Entertainment,146,2024-08-29 02:01:15.638424,Good,26661,2122,212,True
2,28783,101,Travel,558,2024-08-31 02:01:15.638424,Bad,27219,1564,62,True
2,28783,102,Travel,53,2024-09-01 02:01:15.638424,Good,53,28730,1149,True
2,28783,103,Entertainment,3315,2024-09-02 02:01:15.638424,Bad,3368,25415,2541,True
2,28783,104,Groceries,4973,2024-09-03 02:01:15.638424,Good,8341,20442,6132,True
2,28783,105,Dining Out,424,2024-09-04 02:01:15.638424,Good,8765,20018,1000,True
2,28783,106,Utilities,3129,2024-09-06 02:01:15.638424,Good,11894,16889,3377,True
2,28783,107,Dining Out,781,2024-09-08 02:01:15.638424,Good,12675,16108,805,True
2,28783,108,Travel,641,2024-09-11 02:01:15.638424,Bad,13316,15467,618,True
2,28783,109,Groceries,2924,2024-09-11 02:01:15.638424,Good,16240,12543,3762,True
2,28783,110,Travel,784,2024-09-14 02:01:15.638424,Bad,17024,11759,470,True
2,28783,111,Mall,921,2024-09-14 02:01:15.638424,Bad,17945,10838,541,True
2,28783,112,Health,364,2024-09-16 02:01:15.638424,Good,18309,10474,2094,True
2,28783,113,Education,1251,2024-09-16 02:01:15.638424,Good,19560,9223,1383,True
2,28783,114,Health,1597,2024-09-17 02:01:15.638424,Bad,21157,7626,1525,True
2,28783,115,Health,1479,2024-09-18 02:01:15.638424,Bad,22636,6147,1229,True
2,28783,116,Utilities,687,2024-09-18 02:01:15.638424,Good,23323,5460,1092,True
2,28783,117,Groceries,244,2024-09-22 02:01:15.638424,Good,23567,5216,1564,True
2,28783,118,Mall,571,2024-09-23 02:01:15.638424,Bad,24138,4645,232,True
2,28783,119,Utilities,806,2024-09-24 02:01:15.638424,Bad,24944,3839,767,True
2,28783,120,Education,198,2024-09-25 02:01:15.638424,Good,25142,3641,546,True
2,28783,121,Clothing,579,2024-09-27 02:01:15.638424,Bad,25721,3062,153,True
2,28783,122,Travel,619,2024-09-29 02:01:15.638424,Bad,26340,2443,97,True
2,28783,123,Education,608,2024-09-30 02:01:15.638424,Bad,26948,1835,275,True
2,28783,124,Clothing,630,2024-10-03 02:01:15.638424,Good,630,28153,1407,True
2,28783,125,Education,4365,2024-10-03 02:01:15.638424,Bad,4995,23788,3568,True
2,28783,126,Mall,1180,2024-10-03 02:01:15.638424,Bad,6175,22608,1130,True
2,28783,127,Education,1091,2024-10-03 02:01:15.638424,Good,7266,21517,3227,True
2,28783,128,Mall,1548,2024-10-07 02:01:15.638424,Bad,8814,19969,998,True
3,28424,1,Clothing,1214,2024-04-11 02:01:15.639450,Good,1214,27210,1360,True
3,28424,2,Entertainment,2277,2024-04-13 02:01:15.639450,Good,3491,24933,2493,True
3,28424,3,Dining Out,65,2024-04-16 02:01:15.639450,Good,3556,24868,1243,True
3,28424,4,Utilities,3971,2024-04-21 02:01:15.639450,Good,7527,20897,4179,True
3,28424,5,Travel,1290,2024-04-23 02:01:15.639450,Bad,8817,19607,784,True
3,28424,6,Education,1513,2024-04-24 02:01:15.639450,Good,10330,18094,2714,True
3,28424,7,Travel,288,2024-04-25 02:01:15.639450,Good,10618,17806,712,True
3,28424,8,Mall,1069,2024-04-27 02:01:15.639450,Bad,11687,16737,836,True
3,28424,9,Mall,1050,2024-04-27 02:01:15.639450,Bad,12737,15687,784,True
3,28424,10,Utilities,1606,2024-04-28 02:01:15.639450,Good,14343,14081,2816,True
3,28424,11,Utilities,998,2024-04-30 02:01:15.639450,Good,15341,13083,2616,True
3,28424,12,Groceries,5669,2024-05-01 02:01:15.639450,Good,5669,22755,6826,True
3,28424,13,Education,1957,2024-05-01 02:01:15.639450,Good,7626,20798,3119,True
3,28424,14,Groceries,908,2024-05-03 02:01:15.639450,Good,8534,19890,5967,True
3,28424,15,Mall,902,2024-05-04 02:01:15.639450,Good,9436,18988,949,True
3,28424,16,Health,1135,2024-05-05 02:01:15.639450,Good,10571,17853,3570,True
3,28424,17,Dining Out,807,2024-05-10 02:01:15.639450,Good,11378,17046,852,True
3,28424,18,Utilities,2931,2024-05-11 02:01:15.639450,Bad,14309,14115,2823,True
3,28424,19,Utilities,2873,2024-05-11 02:01:15.639450,Bad,17182,11242,2248,True
3,28424,20,Utilities,772,2024-05-11 02:01:15.639450,Good,17954,10470,2094,True
3,28424,21,Clothing,982,2024-05-11 02:01:15.639450,Bad,18936,9488,474,True
3,28424,22,Mall,604,2024-05-11 02:01:15.639450,Bad,19540,8884,444,True
3,28424,23,Groceries,2630,2024-05-15 02:01:15.639450,Bad,22170,6254,1876,True
3,28424,24,Dining Out,459,2024-05-16 02:01:15.639450,Bad,22629,5795,289,True
3,28424,25,Mall,627,2024-05-20 02:01:15.639450,Bad,23256,5168,258,True
3,28424,26,Utilities,1108,2024-05-21 02:01:15.639450,Bad,24364,4060,812,True
3,28424,27,Groceries,1360,2024-05-22 02:01:15.639450,Bad,25724,2700,810,True
3,28424,28,Clothing,324,2024-05-22 02:01:15.639450,Bad,26048,2376,118,True
3,28424,29,Utilities,900,2024-05-23 02:01:15.639450,Bad,26948,1476,295,True
3,28424,30,Dining Out,521,2024-05-23 02:01:15.639450,Bad,27469,955,47,True
3,28424,31,Utilities,42,2024-05-24 02:01:15.639450,Good,27511,913,182,True
3,28424,32,Clothing,60,2024-05-26 02:01:15.639450,Bad,27571,853,42,True
3,28424,33,Utilities,63,2024-05-27 02:01:15.639450,Good,27634,790,158,True
3,28424,34,Dining Out,319,2024-05-27 02:01:15.639450,Bad,27953,471,23,True
3,28424,35,Clothing,397,2024-05-28 02:01:15.639450,Bad,28350,74,3,True
3,28424,36,Health,166,2024-05-28 02:01:15.639450,Out of Budget,28516,-92,-18,True
4,18029,1,Health,462,2024-04-11 02:01:15.639450,Good,462,17567,3513,True
4,18029,2,Groceries,2594,2024-04-11 02:01:15.639450,Good,3056,14973,4491,True
4,18029,3,Groceries,3162,2024-04-11 02:01:15.639450,Good,6218,11811,3543,True
4,18029,4,Utilities,773,2024-04-15 02:01:15.639450,Good,6991,11038,2207,True
4,18029,5,Health,578,2024-04-15 02:01:15.639450,Good,7569,10460,2092,True
4,18029,6,Mall,735,2024-04-19 02:01:15.639450,Bad,8304,9725,486,True
4,18029,7,Dining Out,367,2024-04-20 02:01:15.639450,Good,8671,9358,467,True
4,18029,8,Health,1185,2024-04-22 02:01:15.639450,Good,9856,8173,1634,True
4,18029,9,Groceries,1476,2024-04-22 02:01:15.639450,Good,11332,6697,2009,True
4,18029,10,Utilities,1353,2024-04-23 02:01:15.639450,Bad,12685,5344,1068,True
4,18029,11,Health,215,2024-04-24 02:01:15.639450,Good,12900,5129,1025,True
4,18029,12,Travel,122,2024-04-24 02:01:15.639450,Good,13022,5007,200,True
4,18029,13,Dining Out,226,2024-04-26 02:01:15.639450,Good,13248,4781,239,True
4,18029,14,Mall,185,2024-04-27 02:01:15.639450,Good,13433,4596,229,True
4,18029,15,Travel,672,2024-04-28 02:01:15.639450,Bad,14105,3924,156,True
4,18029,16,Clothing,102,2024-04-28 02:01:15.639450,Good,14207,3822,191,True
4,18029,17,Entertainment,174,2024-04-30 02:01:15.639450,Good,14381,3648,364,True
4,18029,18,Health,2009,2024-05-01 02:01:15.639450,Good,2009,16020,3204,True
4,18029,19,Education,88,2024-05-02 02:01:15.639450,Good,2097,15932,2389,True
4,18029,20,Education,69,2024-05-02 02:01:15.639450,Good,2166,15863,2379,True
4,18029,21,Groceries,1176,2024-05-07 02:01:15.639450,Good,3342,14687,4406,True
4,18029,22,Dining Out,179,2024-05-07 02:01:15.639450,Good,3521,14508,725,True
4,18029,23,Dining Out,656,2024-05-12 02:01:15.639450,Good,4177,13852,692,True
4,18029,24,Utilities,2464,2024-05-13 02:01:15.639450,Bad,6641,11388,2277,True
4,18029,25,Travel,371,2024-05-13 02:01:15.639450,Good,7012,11017,440,True
4,18029,26,Groceries,1596,2024-05-14 02:01:15.639450,Good,8608,9421,2826,True
4,18029,27,Groceries,1076,2024-05-14 02:01:15.639450,Good,9684,8345,2503,True
4,18029,28,Clothing,328,2024-05-15 02:01:15.639450,Good,10012,8017,400,True
4,18029,29,Utilities,1768,2024-05-17 02:01:15.639450,Bad,11780,6249,1249,True
4,18029,30,Travel,736,2024-05-17 02:01:15.639450,Bad,12516,5513,220,True
4,18029,31,Travel,288,2024-05-18 02:01:15.639450,Bad,12804,5225,209,True
4,18029,32,Travel,673,2024-05-19 02:01:15.639450,Bad,13477,4552,182,True
4,18029,33,Education,1069,2024-05-19 02:01:15.639450,Bad,14546,3483,522,True
4,18029,34,Groceries,845,2024-05-28 02:01:15.639450,Bad,15391,2638,791,True
4,18029,35,Utilities,735,2024-05-31 02:01:15.639450,Bad,16126,1903,380,True
4,18029,36,Education,616,2024-05-31 02:01:15.639450,Bad,16742,1287,193,True
4,18029,37,Utilities,1907,2024-06-02 02:01:15.639450,Good,1907,16122,3224,True
4,18029,38,Travel,821,2024-06-04 02:01:15.639450,Bad,2728,15301,612,True
4,18029,39,Groceries,946,2024-06-06 02:01:15.639450,Good,3674,14355,4306,True
4,18029,40,Groceries,3539,2024-06-07 02:01:15.639450,Bad,7213,10816,3244,True
4,18029,41,Dining Out,236,2024-06-08 02:01:15.639450,Good,7449,10580,529,True
4,18029,42,Travel,742,2024-06-09 02:01:15.639450,Bad,8191,9838,393,True
4,18029,43,Mall,983,2024-06-10 02:01:15.639450,Bad,9174,8855,442,True
4,18029,44,Health,746,2024-06-12 02:01:15.639450,Good,9920,8109,1621,True
4,18029,45,Health,709,2024-06-13 02:01:15.639450,Good,10629,7400,1480,True
4,18029,46,Entertainment,1147,2024-06-17 02:01:15.639450,Bad,11776,6253,625,True
4,18029,47,Mall,649,2024-06-17 02:01:15.639450,Bad,12425,5604,280,True
4,18029,48,Dining Out,488,2024-06-20 02:01:15.639450,Bad,12913,5116,255,True
4,18029,49,Utilities,527,2024-06-20 02:01:15.639450,Good,13440,4589,917,True
